(-4.00, -0.52, 7.97)
(4.00, 3.93, 7.98)
(3.52, 3.93, 7.19)
(3.49, 3.93, 7.10)
(3.48, 3.93, 7.09)
(3.48, 3.93, 7.11)
(3.48, 3.93, 7.07)
(3.48, 3.93, 7.05)
(3.48, 3.93, 7.02)
(3.49, 3.93, 7.02)
(3.48, 3.93, 7.01)
(3.49, 3.93, 7.01)
(3.50, 3.93, 7.03)
(3.48, 3.93, 7.01)
(3.52, 3.93, 7.06)
(3.52, 3.93, 7.08)
(3.52, 3.93, 7.05)
(3.50, 3.93, 7.06)
(3.50, 3.93, 7.02)
(3.46, 3.93, 6.97)
(3.54, 3.93, 7.17)
(3.51, 3.93, 7.07)
(3.57, 3.93, 7.18)
(3.54, 3.93, 7.11)
(3.55, 3.93, 7.12)
(3.54, 3.93, 7.08)
(3.54, 3.93, 7.08)
(3.51, 3.93, 7.02)
(3.52, 3.93, 7.03)
(3.51, 3.93, 7.00)
(3.50, 3.93, 7.00)
(3.51, 3.93, 7.00)
(3.51, 3.93, 7.01)
(3.51, 3.93, 7.01)
(3.51, 3.93, 7.01)
(3.51, 3.93, 7.03)
(3.51, 3.93, 7.01)
(3.52, 3.93, 7.03)
(3.54, 3.93, 7.05)
(3.56, 3.93, 7.11)
(3.57, 3.93, 7.13)
(3.54, 3.93, 7.07)
(3.54, 3.93, 7.08)
(3.54, 3.93, 7.07)
(3.53, 3.93, 7.06)
(3.53, 3.93, 7.07)
(3.53, 3.93, 7.05)
(3.53, 3.93, 7.06)
(3.52, 3.93, 7.06)
(3.52, 3.93, 7.04)
(3.52, 3.93, 7.04)
(3.51, 3.93, 7.02)
(3.51, 3.93, 7.02)
(3.50, 3.93, 7.00)
(3.50, 3.93, 7.00)
(3.51, 3.93, 6.99)
(3.52, 3.93, 7.01)
(3.53, 3.93, 7.02)
(3.53, 3.93, 7.03)
(3.52, 3.93, 7.01)
(3.53, 3.93, 7.01)
(3.53, 3.93, 7.01)
(3.53, 3.93, 7.02)
(3.53, 3.93, 7.01)
(3.53, 3.93, 7.01)
(3.54, 3.93, 7.00)
(3.56, 3.93, 7.00)
(3.54, 3.93, 7.02)
(3.54, 3.93, 7.02)
(3.55, 3.93, 7.01)
(3.53, 3.93, 6.99)
(3.54, 3.93, 6.99)
(3.54, 3.93, 6.98)
(3.55, 3.93, 7.02)
(3.55, 3.93, 7.00)
(3.57, 3.93, 7.03)
(3.57, 3.93, 7.04)
(3.57, 3.93, 7.05)
(3.57, 3.93, 7.06)
(3.59, 3.93, 7.10)
(3.59, 3.93, 7.10)
(3.59, 3.93, 7.12)
(3.58, 3.93, 7.10)
(3.59, 3.93, 7.13)
(3.61, 3.93, 7.15)
(3.58, 3.93, 7.11)
(3.57, 3.93, 7.09)
(3.56, 3.93, 7.06)
(3.57, 3.93, 7.08)
(3.56, 3.93, 7.07)
(3.56, 3.93, 7.05)
(3.50, 3.93, 6.94)
(3.50, 3.93, 6.95)
(3.42, 3.93, 6.91)
(3.41, 3.93, 6.83)
(3.48, 3.93, 6.90)
(3.52, 3.93, 7.01)
(3.45, 3.93, 6.85)
(3.44, 3.93, 6.87)
(3.48, 3.93, 6.94)
(3.47, 3.93, 6.92)
(3.44, 3.93, 6.87)
(3.44, 3.93, 6.87)
(3.40, 3.93, 6.79)
(3.39, 3.93, 6.76)
(3.40, 3.93, 6.77)
(3.41, 3.93, 6.78)
(3.44, 3.93, 6.80)
(3.44, 3.93, 6.80)
(3.40, 3.93, 6.64)
(3.44, 3.93, 6.76)
(3.42, 3.93, 6.79)
(3.35, 3.93, 6.77)
(3.38, 3.93, 6.75)
(3.37, 3.93, 6.78)
(3.39, 3.93, 6.77)
(3.38, 3.93, 6.76)
(3.39, 3.93, 6.78)
(3.40, 3.93, 6.79)
(3.40, 3.93, 6.79)
(3.38, 3.93, 6.74)
(3.42, 3.93, 6.87)
(3.34, 3.93, 6.68)
(3.39, 3.93, 6.80)
(3.37, 3.93, 6.73)
(3.38, 3.93, 6.76)
(3.41, 3.93, 6.85)
(3.42, 3.93, 6.88)
(3.44, 3.93, 6.91)
(3.44, 3.93, 6.91)
(3.43, 3.93, 6.88)
(3.44, 3.93, 6.88)
(3.43, 3.93, 6.86)
(3.44, 3.93, 6.86)
(3.43, 3.93, 6.84)
(3.43, 3.93, 6.84)
(3.43, 3.93, 6.84)
(3.43, 3.93, 6.85)
(3.44, 3.93, 6.82)
(3.45, 3.93, 6.84)
(3.44, 3.93, 6.83)
(3.45, 3.93, 6.83)
(3.42, 3.93, 6.80)
(3.45, 3.93, 6.82)
(3.44, 3.93, 6.80)
(3.44, 3.93, 6.84)
(3.44, 3.93, 6.84)
(3.45, 3.93, 6.86)
(3.45, 3.93, 6.87)
(3.44, 3.93, 6.85)
(3.43, 3.93, 6.84)
(3.45, 3.93, 6.89)
(3.45, 3.93, 6.91)
(3.45, 3.93, 6.92)
(3.46, 3.93, 6.95)
(3.46, 3.93, 6.95)
(3.46, 3.93, 6.95)
(3.45, 3.93, 6.91)
(3.46, 3.93, 6.91)
(3.45, 3.93, 6.90)
(3.47, 3.93, 6.91)
(3.47, 3.93, 6.94)
(3.46, 3.93, 6.90)
(3.46, 3.93, 6.92)
(3.47, 3.93, 6.93)
(3.46, 3.93, 6.92)
(3.48, 3.93, 6.92)
(3.46, 3.93, 6.89)
(3.45, 3.93, 6.88)
(3.43, 3.93, 6.87)
(3.44, 3.93, 6.89)
(3.47, 3.93, 6.95)
(3.42, 3.93, 6.83)
(3.41, 3.93, 6.83)
(3.41, 3.93, 6.83)
(3.41, 3.93, 6.83)
(3.39, 3.93, 6.79)
(3.38, 3.93, 6.80)
(3.43, 3.93, 6.92)
(3.43, 3.93, 6.92)
(3.43, 3.93, 6.92)
(3.39, 3.93, 6.83)
(3.39, 3.93, 6.73)
(3.37, 3.93, 6.82)
(3.39, 3.93, 6.85)
(3.42, 3.93, 6.84)
(3.41, 3.93, 6.83)
(3.37, 3.93, 6.82)
(3.44, 3.93, 6.89)
(3.48, 3.93, 7.00)
(3.43, 3.93, 6.89)
(3.45, 3.93, 6.90)
(3.46, 3.93, 6.92)
(3.45, 3.93, 6.90)
(3.44, 3.93, 6.88)
(3.45, 3.93, 6.91)
(3.45, 3.93, 6.92)
(3.44, 3.93, 6.90)
(3.44, 3.93, 6.91)
(3.45, 3.93, 6.93)
(3.48, 3.93, 6.98)
(3.50, 3.93, 7.00)
(3.49, 3.93, 6.99)
(3.49, 3.93, 7.01)
(3.49, 3.93, 7.01)
(3.49, 3.93, 7.01)
(3.47, 3.93, 6.95)
(3.46, 3.93, 6.94)
(3.47, 3.93, 6.94)
(3.47, 3.93, 6.94)
(3.48, 3.93, 6.95)
(3.49, 3.93, 6.94)
(3.48, 3.93, 6.93)
(3.49, 3.93, 6.94)
(3.47, 3.93, 6.91)
(3.47, 3.93, 6.89)
(3.49, 3.93, 6.95)
(3.52, 3.93, 7.00)
(3.51, 3.93, 6.98)
(3.48, 3.93, 6.92)
(3.49, 3.93, 6.93)
(3.46, 3.93, 6.89)
(3.47, 3.93, 6.89)
(3.45, 3.93, 6.85)
(3.45, 3.93, 6.82)
(3.44, 3.93, 6.81)
(3.45, 3.93, 6.80)
(3.43, 3.93, 6.75)
(3.46, 3.93, 6.78)
(3.45, 3.93, 6.80)
(3.46, 3.93, 6.81)
(3.46, 3.93, 6.81)
(3.44, 3.93, 6.78)
(3.43, 3.93, 6.76)
(3.44, 3.93, 6.77)
(3.46, 3.93, 6.82)
(3.45, 3.93, 6.80)
(3.43, 3.93, 6.78)
(3.43, 3.93, 6.77)
(3.43, 3.93, 6.77)
(3.44, 3.93, 6.80)
(3.46, 3.93, 6.83)
(3.45, 3.93, 6.83)
(3.46, 3.93, 6.84)
(3.48, 3.93, 6.89)
(3.49, 3.93, 6.87)
(3.48, 3.93, 6.85)
(3.48, 3.93, 6.87)
(3.50, 3.93, 6.91)
(3.51, 3.93, 6.93)
(3.52, 3.93, 6.95)
(3.52, 3.93, 6.95)
(3.50, 3.93, 6.91)
(3.53, 3.93, 6.93)
(3.53, 3.93, 6.94)
(3.53, 3.93, 6.96)
(3.54, 3.93, 6.98)
(3.55, 3.93, 7.00)
(3.56, 3.93, 6.98)
(3.55, 3.93, 6.96)
(3.57, 3.93, 7.00)
(3.57, 3.93, 7.00)
(3.56, 3.93, 7.01)
(3.56, 3.93, 7.02)
(3.57, 3.93, 7.03)
(3.56, 3.93, 7.00)
(3.56, 3.93, 6.99)
(3.57, 3.93, 7.04)
(3.57, 3.93, 7.05)
(3.55, 3.93, 7.01)
(3.55, 3.93, 7.01)
(3.55, 3.93, 7.03)
(3.55, 3.93, 7.04)
(3.54, 3.93, 7.01)
(3.55, 3.93, 7.04)
(3.53, 3.93, 7.00)
(3.52, 3.93, 6.98)
(3.49, 3.93, 6.91)
(3.49, 3.93, 6.90)
(3.52, 3.93, 6.96)
(3.52, 3.93, 6.92)
(3.52, 3.93, 6.95)
(3.53, 3.93, 6.98)
(3.51, 3.93, 6.90)
(3.52, 3.93, 6.94)
(3.50, 3.93, 6.91)
(3.54, 3.93, 6.97)
(3.55, 3.93, 7.00)
(3.57, 3.93, 7.05)
(3.56, 3.93, 7.02)
(3.53, 3.93, 6.94)
(3.53, 3.93, 6.96)
(3.53, 3.93, 6.97)
(3.50, 3.93, 6.98)
(3.51, 3.93, 6.98)
(3.51, 3.93, 6.99)
(3.54, 3.93, 7.05)
(3.54, 3.93, 7.05)
(3.50, 3.93, 6.99)
(3.51, 3.93, 6.98)
(3.50, 3.93, 6.99)
(3.51, 3.93, 7.01)
(3.51, 3.93, 7.01)
(3.51, 3.93, 7.02)
(3.50, 3.93, 7.01)
(3.51, 3.93, 7.01)
(3.50, 3.93, 7.00)
(3.47, 3.93, 6.89)
(3.48, 3.93, 6.90)
(3.48, 3.93, 6.88)
(3.48, 3.93, 6.88)
(3.50, 3.93, 6.90)
(3.50, 3.93, 6.91)
(3.47, 3.93, 6.84)
(3.47, 3.93, 6.84)
(3.47, 3.93, 6.85)
(3.47, 3.93, 6.87)
(3.46, 3.93, 6.85)
(3.46, 3.93, 6.86)
(3.47, 3.93, 6.87)
(3.48, 3.93, 6.88)
(3.49, 3.93, 6.91)
(3.47, 3.93, 6.92)
(3.46, 3.93, 6.91)
(3.46, 3.93, 6.92)
(3.46, 3.93, 6.92)
(3.51, 3.93, 6.97)
