(-4.00, -1.05, 7.97)
(4.00, 4.45, 7.98)
(0.11, 0.90, 7.98)
(0.11, 0.91, 7.98)
(0.09, 0.92, 7.98)
(0.06, 0.93, 7.98)
(-0.08, 0.92, 7.98)
(-0.09, 0.93, 7.98)
(-0.10, 0.91, 7.98)
(-0.05, 0.94, 7.98)
(-0.10, 0.96, 7.98)
(-0.08, 0.94, 7.98)
(-0.14, 0.96, 7.98)
(-0.17, 0.97, 7.98)
(-0.20, 0.98, 7.98)
(-0.20, 0.98, 7.98)
(-0.18, 0.95, 7.98)
(-0.18, 1.01, 7.98)
(0.29, 1.11, 7.98)
(0.18, 1.14, 7.98)
(0.25, 1.23, 7.98)
(0.22, 1.21, 7.98)
(0.27, 1.18, 7.98)
(0.23, 1.15, 7.98)
(0.26, 1.17, 7.98)
(0.18, 1.30, 7.98)
(0.06, 1.24, 7.98)
(0.08, 1.12, 7.98)
(0.11, 1.20, 7.98)
(0.05, 1.15, 7.98)
(0.05, 1.23, 7.98)
(0.07, 1.21, 7.98)
(0.05, 1.13, 7.98)
(-0.04, 1.06, 7.98)
(-0.04, 1.07, 7.98)
(-0.03, 1.09, 7.98)
(0.01, 1.11, 7.98)
(0.01, 1.10, 7.98)
(0.01, 1.12, 7.98)
(0.00, 1.08, 7.98)
(-0.21, 1.17, 7.98)
(-0.56, 1.08, 7.98)
(-1.16, 1.14, 7.74)
(-1.16, 1.11, 7.75)
(-1.23, 1.15, 7.63)
(-1.14, 1.05, 7.72)
(-1.24, 1.14, 7.62)
(-1.15, 1.17, 7.63)
(-1.17, 1.15, 7.63)
(-1.14, 1.17, 7.62)
(-1.14, 1.19, 7.62)
(-1.01, 1.11, 7.67)
(-1.04, 1.09, 7.67)
(-1.00, 1.04, 7.70)
(-0.99, 1.02, 7.72)
(-0.89, 1.07, 7.79)
(-0.87, 1.05, 7.77)
(-0.85, 1.13, 7.72)
(-0.88, 1.06, 7.70)
(-0.84, 1.10, 7.70)
(-0.80, 1.11, 7.69)
(-0.75, 1.09, 7.77)
(-0.73, 1.03, 7.98)
(-0.72, 1.02, 7.98)
(-0.72, 1.05, 7.98)
(-0.72, 1.07, 7.72)
(-0.63, 1.00, 7.98)
(-0.64, 1.04, 7.98)
(-0.61, 1.14, 7.72)
(-0.64, 1.07, 7.74)
(-0.69, 1.15, 7.64)
(-0.60, 1.16, 7.65)
(-0.63, 1.13, 7.67)
(-0.56, 1.10, 7.72)
(-0.57, 1.15, 7.66)
(-0.52, 1.13, 7.69)
(-0.51, 1.18, 7.65)
(-0.55, 1.22, 7.62)
(-0.50, 1.24, 7.62)
(-0.49, 1.25, 7.62)
(-0.49, 1.27, 7.62)
(-0.44, 1.20, 7.65)
(-0.45, 1.25, 7.63)
(-0.47, 1.27, 7.64)
(-0.48, 1.27, 7.64)
(-0.47, 1.28, 7.67)
(-0.35, 1.26, 7.63)
(-0.34, 1.33, 7.62)
(-0.34, 1.34, 7.62)
(-0.34, 1.37, 7.64)
(-0.32, 1.30, 7.65)
(-0.30, 1.29, 7.64)
(-0.31, 1.28, 7.70)
(-0.29, 1.31, 7.66)
(-0.25, 1.36, 7.64)
(-0.26, 1.25, 7.70)
(-0.26, 1.24, 7.72)
(-0.27, 1.22, 7.74)
(-0.27, 1.22, 7.76)
(-0.41, 1.42, 7.98)
(-0.86, 1.61, 7.98)
(-1.31, 1.84, 7.98)
(-2.33, 2.38, 7.98)
(-2.86, 2.40, 7.98)
(-3.01, 2.62, 7.63)
(-3.69, 2.60, 7.98)
(-3.69, 2.64, 7.98)
(-3.45, 2.59, 7.98)
(-3.44, 2.71, 7.98)
(-3.51, 2.54, 7.98)
(-3.50, 2.48, 7.98)
(-3.49, 2.64, 7.98)
(-3.34, 2.65, 7.98)
(-3.38, 2.62, 7.98)
(-3.28, 2.68, 7.98)
(-3.28, 2.69, 7.98)
(-3.28, 2.54, 7.98)
(-3.16, 2.64, 7.72)
(-3.12, 2.52, 7.66)
(-3.02, 2.71, 7.71)
(-3.00, 2.59, 7.62)
(-2.91, 2.64, 7.65)
(-2.85, 2.57, 7.65)
(-2.82, 2.49, 7.65)
(-2.81, 2.61, 7.68)
(-2.79, 2.52, 7.67)
(-2.72, 2.45, 7.81)
(-2.71, 2.50, 7.82)
(-2.77, 2.61, 7.72)
(-2.63, 2.63, 7.98)
(-2.70, 2.47, 7.88)
(-2.73, 2.69, 7.98)
(-2.71, 2.69, 7.98)
(-2.73, 2.69, 7.98)
(-2.76, 2.68, 7.98)
(-2.69, 2.66, 7.98)
(-2.72, 2.62, 7.79)
(-2.76, 2.59, 7.68)
(-2.77, 2.59, 7.67)
(-2.77, 2.59, 7.66)
(-2.79, 2.58, 7.65)
(-2.78, 2.58, 7.65)
(-2.74, 2.57, 7.68)
(-2.71, 2.57, 7.69)
(-2.68, 2.56, 7.73)
(-2.69, 2.58, 7.73)
(-2.69, 2.58, 7.71)
(-2.71, 2.56, 7.68)
(-2.72, 2.53, 7.66)
(-2.73, 2.52, 7.65)
(-2.67, 2.50, 7.69)
(-2.62, 2.50, 7.77)
(-2.61, 2.51, 7.80)
(-2.58, 2.48, 7.98)
(-2.56, 2.51, 7.98)
(-2.56, 2.55, 7.98)
(-2.60, 2.52, 7.81)
(-2.62, 2.51, 7.72)
(-2.63, 2.51, 7.70)
(-2.61, 2.52, 7.73)
(-2.61, 2.53, 7.72)
(-2.61, 2.53, 7.71)
(-2.68, 2.51, 7.64)
