(-4.00, -1.05, 7.97)
(4.00, 4.45, 7.98)
(0.00, 1.20, 7.98)
(-0.06, 1.21, 7.98)
(-0.05, 1.22, 7.98)
(-0.03, 1.20, 7.98)
(-0.02, 1.19, 7.98)
(-0.02, 1.18, 7.98)
(-0.04, 1.18, 7.98)
(-0.05, 1.18, 7.98)
(-0.05, 1.18, 7.98)
(-0.05, 1.18, 7.98)
(-0.05, 1.18, 7.98)
(-0.04, 1.18, 7.98)
(-0.04, 1.18, 7.98)
(-0.04, 1.19, 7.98)
(-0.03, 1.18, 7.98)
(-0.03, 1.19, 7.98)
(-0.03, 1.20, 7.98)
(-0.03, 1.20, 7.98)
(-0.03, 1.20, 7.98)
(-0.02, 1.19, 7.98)
(-0.02, 1.19, 7.98)
(-0.01, 1.18, 7.98)
(0.01, 1.19, 7.98)
(0.01, 1.19, 7.98)
(0.02, 1.18, 7.98)
(0.03, 1.18, 7.98)
(0.02, 1.19, 7.98)
(0.01, 1.19, 7.98)
(0.00, 1.19, 7.98)
(-0.02, 1.20, 7.98)
(-0.02, 1.19, 7.98)
(0.00, 1.16, 7.98)
(0.03, 1.15, 7.98)
(0.04, 1.15, 7.98)
(0.08, 1.13, 7.98)
(-0.19, 1.05, 7.98)
(-0.39, 1.18, 7.98)
(-0.42, 1.23, 7.98)
(-0.32, 1.06, 7.98)
(-0.20, 0.76, 7.98)
(-0.81, 0.85, 7.98)
(-0.77, 1.07, 7.98)
(-0.36, 1.13, 7.98)
(-0.67, 1.23, 7.98)
(-0.94, 1.65, 7.98)
(-0.96, 1.89, 7.98)
(-1.13, 1.81, 7.98)
(-1.28, 2.55, 7.98)
(-1.03, 2.64, 7.98)
(-1.06, 2.80, 7.98)
(-1.08, 3.00, 7.98)
(-1.03, 3.13, 7.98)
(-1.06, 3.27, 7.98)
(-1.11, 3.22, 7.98)
(-1.14, 3.27, 7.98)
(-1.30, 3.37, 7.98)
(-1.34, 3.44, 7.98)
(-1.35, 3.40, 7.98)
(-1.36, 3.41, 7.98)
(-1.34, 3.41, 7.98)
(-1.33, 3.40, 7.98)
(-1.32, 3.39, 7.98)
(-1.32, 3.40, 7.98)
(-1.28, 3.40, 7.98)
(-1.23, 3.39, 7.98)
(-1.24, 3.40, 7.98)
(-1.28, 3.43, 7.98)
(-1.28, 3.45, 7.98)
(-1.29, 3.45, 7.98)
(-1.30, 3.44, 7.98)
(-1.17, 3.36, 7.98)
(-1.13, 3.35, 7.98)
(-1.15, 3.36, 7.98)
(-1.15, 3.38, 7.98)
(-1.03, 3.37, 7.98)
(-0.92, 3.52, 7.98)
(-0.55, 3.61, 7.98)
(-0.35, 3.72, 7.98)
(-0.15, 3.73, 7.98)
(0.27, 3.78, 7.98)
(0.54, 3.77, 7.98)
(0.74, 3.92, 7.98)
(0.68, 3.86, 7.98)
(0.68, 3.93, 7.98)
(0.69, 3.90, 7.98)
(0.91, 3.80, 7.98)
(0.92, 3.81, 7.98)
(0.91, 3.81, 7.98)
(0.91, 3.79, 7.98)
(0.93, 3.79, 7.98)
(0.94, 3.78, 7.98)
(0.95, 3.79, 7.98)
(0.94, 3.79, 7.98)
(0.95, 3.79, 7.98)
(0.95, 3.78, 7.98)
(0.95, 3.78, 7.98)
(0.96, 3.78, 7.98)
(0.97, 3.79, 7.98)
(0.93, 3.79, 7.98)
(0.94, 3.80, 7.98)
(0.90, 3.80, 7.98)
(0.88, 3.80, 7.98)
(0.91, 3.77, 7.98)
(1.23, 3.82, 7.98)
(1.36, 3.77, 7.98)
(1.81, 3.62, 7.98)
(1.83, 3.47, 7.98)
(1.86, 3.45, 7.98)
(1.87, 3.50, 7.98)
(1.88, 3.49, 7.98)
(1.88, 3.49, 7.98)
(1.88, 3.50, 7.98)
(1.87, 3.50, 7.98)
(1.87, 3.49, 7.98)
(1.86, 3.48, 7.98)
(1.86, 3.48, 7.98)
(1.86, 3.48, 7.98)
(1.85, 3.49, 7.98)
(1.85, 3.48, 7.98)
(1.85, 3.47, 7.98)
(1.86, 3.47, 7.98)
(1.85, 3.47, 7.98)
(1.85, 3.46, 7.98)
(1.85, 3.46, 7.98)
(1.85, 3.47, 7.98)
(1.86, 3.46, 7.98)
(1.88, 3.45, 7.98)
(1.75, 3.16, 7.98)
(1.59, 3.08, 7.98)
(1.54, 2.86, 7.98)
(1.49, 2.50, 7.98)
(1.46, 2.30, 7.98)
(1.36, 2.15, 7.98)
(1.34, 1.89, 7.98)
(1.27, 1.93, 7.98)
(1.24, 2.04, 7.98)
(1.17, 2.05, 7.98)
(1.16, 2.04, 7.98)
(1.18, 2.07, 7.98)
(1.21, 1.98, 7.98)
(1.25, 1.95, 7.98)
(1.28, 1.91, 7.98)
(1.26, 1.92, 7.98)
(1.26, 1.92, 7.98)
(1.26, 1.91, 7.98)
(1.26, 1.91, 7.98)
(1.26, 1.91, 7.98)
(1.26, 1.91, 7.98)
(1.26, 1.91, 7.98)
(1.26, 1.92, 7.98)
(1.24, 1.92, 7.98)
(1.23, 1.92, 7.98)
(1.23, 1.92, 7.98)
(1.24, 1.92, 7.98)
(1.25, 1.91, 7.98)
(1.25, 1.91, 7.98)
(1.25, 1.90, 7.98)
(1.25, 1.90, 7.98)
(1.25, 1.90, 7.98)
(1.25, 1.89, 7.98)
(1.26, 1.89, 7.98)
(1.26, 1.90, 7.98)
(1.26, 1.90, 7.98)
(1.25, 1.92, 7.98)
(1.24, 1.94, 7.98)
(1.23, 1.94, 7.98)
